No	Sample	N_SNPs	GD1_x	GD2_y	GD3_z	F_percent	E_percent	A_percent	hpgpAfrica	hpgpAfrica-distant	hpgpAfroamerica	hpgpEuroamerica	hpgpMediterranea	hpgpEurope	hpgpEurasia	hpgpAsia	hpgpAklavik86-like	Refpop	Nearest_neighbor	Separation_percent
631	HpGP-PER-110	44787	1.343718	1.23569	0.010176	29.14	70.86	0	0.365147	0.572566	0.295682	0.254918	0.266096	0.283251	0.34647	0.479323	0.46794	hpgpEuroamerica	hpgpMediterranea	4.38
632	HpGP-PER-111	44787	1.733468	1.124671	0.008775	0	12.89	87.11	0.483021	0.576356	0.368501	0.322776	0.339272	0.310709	0.263245	0.210123	0.267063	hpgpAsia	hpgpEurasia	25.28
633	HpGP-PER-112	44787	1.203929	1.147889	-0.013535	68.07	25.24	6.69	0.265517	0.560988	0.227325	0.254131	0.268543	0.298973	0.361763	0.49269	0.463438	hpgpAfroamerica	hpgpEuroamerica	11.79
634	HpGP-PER-113	44787	1.314753	1.22616	0.004058	34.83	65.17	0	0.347223	0.570867	0.282826	0.244012	0.262068	0.282298	0.350557	0.486959	0.468275	hpgpEuroamerica	hpgpMediterranea	7.4
635	HpGP-PER-114	44787	1.386793	1.222147	0.011047	26.35	64.39	9.26	0.378125	0.574603	0.304184	0.260992	0.277764	0.287643	0.338728	0.449089	0.446303	hpgpEuroamerica	hpgpMediterranea	6.43
636	HpGP-PER-115	44787	1.337562	1.246176	0.010067	26.65	73.35	0	0.366474	0.570976	0.296614	0.252035	0.261608	0.279515	0.348951	0.488777	0.473489	hpgpEuroamerica	hpgpMediterranea	3.8
637	HpGP-PER-116	44787	1.183919	1.139409	-0.016084	72.71	20.77	6.52	0.253121	0.555267	0.218358	0.25533	0.271223	0.300465	0.366684	0.497287	0.472674	hpgpAfroamerica	hpgpAfrica	15.92
638	HpGP-PER-117	44787	1.333308	1.239647	0.00961	28.96	71.04	0	0.362119	0.576609	0.292101	0.248449	0.264018	0.281631	0.348499	0.486943	0.475873	hpgpEuroamerica	hpgpMediterranea	6.27
639	HpGP-PER-119	44787	1.373334	1.222486	0.0049	28.15	64.57	7.28	0.370205	0.573904	0.297623	0.256534	0.270995	0.282587	0.337082	0.45459	0.447728	hpgpEuroamerica	hpgpMediterranea	5.64
640	HpGP-PER-121	44787	1.734334	1.120263	0.00362	0	10.68	89.32	0.479616	0.581594	0.36546	0.319725	0.3369	0.307812	0.260739	0.205617	0.260744	hpgpAsia	hpgpEurasia	26.81
641	HpGP-PER-124	44787	1.316579	1.243561	0.014841	29.39	70.61	0	0.358873	0.581367	0.293048	0.253037	0.265187	0.285257	0.354299	0.499405	0.480368	hpgpEuroamerica	hpgpMediterranea	4.8
642	HpGP-PER-130	44787	1.338989	1.236326	0.006719	29.41	70.59	0	0.362022	0.574767	0.293999	0.242875	0.264906	0.280159	0.344839	0.48121	0.470023	hpgpEuroamerica	hpgpMediterranea	9.07
643	HpGP-PER-136	44787	1.364815	1.231763	0.007838	27.32	69.46	3.22	0.371369	0.572873	0.298384	0.251531	0.26688	0.282011	0.342112	0.46538	0.456904	hpgpEuroamerica	hpgpMediterranea	6.1
644	HpGP-PER-138	44787	1.725951	1.123442	0.00424	0.46	12.36	87.18	0.477617	0.579368	0.364374	0.319458	0.33534	0.307445	0.262211	0.212043	0.268764	hpgpAsia	hpgpEurasia	23.66
645	HpGP-PER-140	44787	1.23117	1.171295	-0.008058	59.16	37.58	3.25	0.287622	0.563882	0.238012	0.255115	0.267369	0.294354	0.361345	0.494096	0.471453	hpgpAfroamerica	hpgpEuroamerica	7.19
646	HpGP-POL-001	44787	1.481204	1.285835	-0.002841	0	97.27	2.73	0.434725	0.585903	0.335096	0.282673	0.27162	0.249436	0.29843	0.434495	0.441079	hpgpEurope	hpgpMediterranea	8.89
647	HpGP-POL-002	44787	1.455204	1.296719	0.00126	0.53	99.47	0	0.429804	0.578498	0.334137	0.28049	0.266431	0.249817	0.310349	0.455638	0.456526	hpgpEurope	hpgpMediterranea	6.65
648	HpGP-POL-003	44787	1.440806	1.29294	-0.008315	3.22	96.78	0	0.418559	0.577513	0.323589	0.271681	0.258877	0.243315	0.310291	0.458217	0.455372	hpgpEurope	hpgpMediterranea	6.4
649	HpGP-POL-004	44787	1.456407	1.292694	0.000675	1.22	98.78	0	0.428562	0.58518	0.332956	0.280663	0.268519	0.250742	0.311801	0.452439	0.453108	hpgpEurope	hpgpMediterranea	7.09
650	HpGP-POL-005	44787	1.459614	1.29687	0.00206	0	100	0	0.431996	0.585006	0.335394	0.283058	0.269927	0.250323	0.312854	0.45366	0.454115	hpgpEurope	hpgpMediterranea	7.83
651	HpGP-POL-006	44787	1.448636	1.294234	-0.003967	1.92	98.08	0	0.424038	0.581504	0.329748	0.277247	0.262362	0.246383	0.309833	0.456122	0.456601	hpgpEurope	hpgpMediterranea	6.49
652	HpGP-POL-007	44787	1.448639	1.298792	0.002103	0.96	99.04	0	0.428232	0.581508	0.332283	0.283243	0.27009	0.249992	0.314174	0.460519	0.457303	hpgpEurope	hpgpMediterranea	8.04
653	HpGP-POL-008	44787	1.460027	1.293732	0.000576	0.51	99.49	0	0.430389	0.581675	0.334636	0.283395	0.269983	0.250167	0.313012	0.451156	0.450144	hpgpEurope	hpgpMediterranea	7.92
654	HpGP-POL-009	44787	1.466843	1.293639	0.001669	0	100	0	0.433597	0.584663	0.33544	0.283621	0.272349	0.250942	0.307492	0.447864	0.447209	hpgpEurope	hpgpMediterranea	8.53
655	HpGP-POL-010	44787	1.445557	1.293398	-0.004374	2.51	97.49	0	0.422298	0.587192	0.327683	0.276856	0.263089	0.246428	0.313113	0.457106	0.459286	hpgpEurope	hpgpMediterranea	6.76
656	HpGP-POL-101	44787	1.45175	1.302636	0.002909	0	100	0	0.431265	0.585421	0.336969	0.283855	0.271505	0.249194	0.316394	0.461432	0.460994	hpgpEurope	hpgpMediterranea	8.95
657	HpGP-POL-102	44787	1.461213	1.296603	-0.000848	0	100	0	0.431355	0.581046	0.332943	0.280571	0.267853	0.247844	0.311196	0.451872	0.452428	hpgpEurope	hpgpMediterranea	8.07
658	HpGP-POL-103	44787	1.495254	1.290142	0.000834	0	96.74	3.26	0.443595	0.586936	0.341698	0.288869	0.278443	0.250629	0.29769	0.430796	0.442702	hpgpEurope	hpgpMediterranea	11.1
659	HpGP-POL-104	44787	1.498169	1.296127	0.002379	0	98.16	1.84	0.447647	0.584997	0.34281	0.289647	0.279717	0.249697	0.296684	0.433297	0.442974	hpgpEurope	hpgpMediterranea	12.02
660	HpGP-POL-105	44787	1.480672	1.288658	-0.007956	0	98.22	1.78	0.433449	0.579373	0.335073	0.279829	0.268442	0.243977	0.295393	0.435061	0.444662	hpgpEurope	hpgpMediterranea	10.03
661	HpGP-POL-106	44787	1.45283	1.291821	-0.008067	1.89	98.11	0	0.423171	0.578357	0.3298	0.277989	0.265969	0.243573	0.312002	0.451374	0.454789	hpgpEurope	hpgpMediterranea	9.19
662	HpGP-POL-107	44787	1.453954	1.294315	-0.003911	1.2	98.8	0	0.42627	0.581385	0.33151	0.278963	0.267634	0.24624	0.309655	0.453427	0.456928	hpgpEurope	hpgpMediterranea	8.69
663	HpGP-POL-108	44787	1.452462	1.291502	-0.0082	2.01	97.99	0	0.422848	0.578346	0.329643	0.277929	0.265935	0.243585	0.312022	0.451337	0.454848	hpgpEurope	hpgpMediterranea	9.18
664	HpGP-POL-109	44787	1.454944	1.294329	7e-05	1.07	98.93	0	0.428321	0.585956	0.33575	0.283758	0.271096	0.249664	0.315156	0.454013	0.459802	hpgpEurope	hpgpMediterranea	8.58
665	HpGP-POL-110	44787	1.449338	1.305515	0.005988	0	100	0	0.432614	0.585296	0.337811	0.285436	0.270938	0.250892	0.319323	0.465254	0.463694	hpgpEurope	hpgpMediterranea	7.99
666	HpGP-POR-001	44787	1.341348	1.270599	0.006969	19.76	80.24	0	0.375815	0.574625	0.301361	0.26004	0.245438	0.267786	0.346812	0.500612	0.480509	hpgpMediterranea	hpgpEuroamerica	5.95
667	HpGP-POR-002	44787	1.316568	1.253474	0.00836	26.61	73.39	0	0.359879	0.572823	0.292615	0.256929	0.250597	0.276005	0.353882	0.503579	0.484523	hpgpMediterranea	hpgpEuroamerica	2.53
668	HpGP-POR-003	44787	1.359803	1.274304	0.005499	16.96	83.04	0	0.384146	0.578041	0.30479	0.261558	0.244417	0.264594	0.341568	0.492855	0.480068	hpgpMediterranea	hpgpEuroamerica	7.01
669	HpGP-POR-004	44787	1.046252	1.094672	0.001836	98.91	0	1.09	0.187496	0.556321	0.213639	0.264087	0.286841	0.336571	0.407409	0.546797	0.502843	hpgpAfrica	hpgpAfroamerica	13.94
670	HpGP-POR-005	44787	1.332754	1.256472	0.003267	24.26	75.74	0	0.365525	0.56421	0.292837	0.254748	0.246954	0.269991	0.344028	0.495583	0.475272	hpgpMediterranea	hpgpEuroamerica	3.16
671	HpGP-POR-006	44787	1.054959	1.090188	-0.034653	96.46	0	3.54	0.174368	0.546098	0.19367	0.245705	0.265638	0.306235	0.3842	0.529585	0.489846	hpgpAfrica	hpgpAfroamerica	11.07
672	HpGP-POR-007	44787	1.334084	1.267886	0.005559	21.16	78.84	0	0.371252	0.570806	0.297424	0.259567	0.245857	0.267773	0.347111	0.502367	0.484038	hpgpMediterranea	hpgpEuroamerica	5.58
673	HpGP-POR-008	44787	1.346608	1.274326	0.004021	18.31	81.69	0	0.378139	0.56878	0.302879	0.259654	0.243328	0.263703	0.343645	0.49931	0.483483	hpgpMediterranea	hpgpEuroamerica	6.71
674	HpGP-POR-009	44787	1.351047	1.274803	0.004725	17.74	82.26	0	0.380425	0.57944	0.30385	0.259777	0.242965	0.264005	0.343516	0.497486	0.479729	hpgpMediterranea	hpgpEuroamerica	6.92
675	HpGP-POR-010	44787	1.346859	1.268216	2.5e-05	19.8	80.2	0	0.374328	0.570626	0.297217	0.256419	0.24137	0.262454	0.340978	0.494419	0.476217	hpgpMediterranea	hpgpEuroamerica	6.23
676	HpGP-POR-011	44787	1.335312	1.27381	0.004468	19.57	80.43	0	0.373505	0.574966	0.299908	0.259131	0.243452	0.264625	0.344907	0.504984	0.483705	hpgpMediterranea	hpgpEuroamerica	6.44
677	HpGP-POR-012	44787	1.33715	1.252403	0.000417	24.94	75.06	0	0.364642	0.572928	0.292046	0.252723	0.247385	0.268867	0.344792	0.49008	0.473546	hpgpMediterranea	hpgpEuroamerica	2.16
678	HpGP-POR-013	44787	1.34068	1.263832	-0.001037	21.54	78.46	0	0.369732	0.573292	0.294124	0.253544	0.241982	0.263322	0.34082	0.494705	0.479749	hpgpMediterranea	hpgpEuroamerica	4.78
679	HpGP-POR-015	44787	1.345502	1.266747	-0.000317	20.31	79.69	0	0.373086	0.572907	0.297208	0.256037	0.240674	0.262735	0.340627	0.494148	0.477953	hpgpMediterranea	hpgpEuroamerica	6.38
680	HpGP-POR-018	44787	1.34412	1.267996	0.006233	20.13	79.87	0	0.375682	0.573759	0.301128	0.260976	0.246642	0.268013	0.347202	0.497411	0.480918	hpgpMediterranea	hpgpEuroamerica	5.81
681	HpGP-POR-101	44787	1.340321	1.268432	0.004907	20.4	79.6	0	0.373741	0.57138	0.299592	0.259288	0.243832	0.266817	0.344907	0.49928	0.482133	hpgpMediterranea	hpgpEuroamerica	6.34
682	HpGP-POR-102	44787	1.351109	1.272239	0.006661	18.36	81.64	0	0.380296	0.574366	0.303443	0.259635	0.245211	0.266623	0.344046	0.496447	0.482307	hpgpMediterranea	hpgpEuroamerica	5.88
683	HpGP-POR-103	44787	1.342005	1.271643	0.009965	19.43	80.57	0	0.377706	0.576409	0.304276	0.263166	0.246522	0.269989	0.349649	0.501719	0.486947	hpgpMediterranea	hpgpEuroamerica	6.75
684	HpGP-POR-104	44787	1.332167	1.268361	0.015683	21.23	78.77	0	0.374813	0.581717	0.301923	0.263194	0.254025	0.276456	0.353283	0.506423	0.489364	hpgpMediterranea	hpgpEuroamerica	3.61
685	HpGP-POR-105	44787	1.34944	1.268405	-3e-04	19.49	80.51	0	0.375322	0.571806	0.298929	0.255656	0.239187	0.262025	0.339158	0.493105	0.476696	hpgpMediterranea	hpgpEuroamerica	6.89
686	HpGP-POR-106	44787	1.337205	1.272703	0.007949	19.65	80.35	0	0.375303	0.571615	0.303027	0.262399	0.24471	0.267996	0.347809	0.504292	0.486941	hpgpMediterranea	hpgpEuroamerica	7.23
687	HpGP-POR-107	44787	1.335659	1.26646	0.005484	21.37	78.63	0	0.371336	0.571701	0.299997	0.259217	0.246869	0.268181	0.347501	0.500674	0.485938	hpgpMediterranea	hpgpEuroamerica	5
688	HpGP-POR-108	44787	1.33654	1.256794	-0.003057	23.81	76.19	0	0.364591	0.571232	0.293624	0.255346	0.243464	0.264262	0.340539	0.492078	0.478439	hpgpMediterranea	hpgpEuroamerica	4.88
689	HpGP-POR-109	44787	1.348442	1.27019	0.002531	19.15	80.85	0	0.376742	0.570987	0.299795	0.257334	0.2437	0.263863	0.342954	0.495469	0.481187	hpgpMediterranea	hpgpEuroamerica	5.59
690	HpGP-POR-110	44787	1.284998	1.235595	0.006014	34.5	65.5	0	0.339342	0.573218	0.278363	0.243488	0.258054	0.281458	0.355907	0.508593	0.484136	hpgpEuroamerica	hpgpMediterranea	5.98
691	HpGP-POR-111	44787	1.338638	1.269573	0.012098	20.29	79.71	0	0.376437	0.578735	0.303563	0.265129	0.247903	0.272701	0.34968	0.502809	0.488656	hpgpMediterranea	hpgpEuroamerica	6.95
692	HpGP-POR-112	44787	1.335249	1.260616	0.009651	22.92	77.08	0	0.370715	0.576023	0.298737	0.257869	0.250316	0.273949	0.349189	0.498524	0.482777	hpgpMediterranea	hpgpEuroamerica	3.02
693	HpGP-POR-113	44787	1.312286	1.238834	0.004121	31.16	68.84	0	0.350943	0.57259	0.286289	0.248062	0.25647	0.277799	0.350627	0.495857	0.479554	hpgpEuroamerica	hpgpMediterranea	3.39
694	HpGP-POR-114	44787	1.323939	1.24773	0.005905	27.51	72.49	0	0.359755	0.57167	0.28866	0.244899	0.254928	0.275745	0.349452	0.495637	0.479084	hpgpEuroamerica	hpgpMediterranea	4.1
695	HpGP-POR-115	44787	1.310616	1.25293	0.006128	27.31	72.69	0	0.35632	0.574346	0.287537	0.246106	0.254102	0.274446	0.352968	0.505729	0.487324	hpgpEuroamerica	hpgpMediterranea	3.25
696	HpGP-PRI-001	44787	1.333894	1.26668	0.010912	21.48	78.52	0	0.372931	0.571959	0.302317	0.265762	0.242213	0.272872	0.349355	0.50321	0.484789	hpgpMediterranea	hpgpEuroamerica	9.72
697	HpGP-PRI-002	44787	1.343192	1.264924	0.008537	21.01	78.99	0	0.37511	0.571739	0.30318	0.265448	0.244129	0.271166	0.346336	0.496682	0.483617	hpgpMediterranea	hpgpEuroamerica	8.73
698	HpGP-PRI-004	44787	1.310853	1.252179	0.010824	27.49	72.51	0	0.358072	0.573849	0.29413	0.265079	0.248029	0.278793	0.354249	0.506443	0.486987	hpgpMediterranea	hpgpEuroamerica	6.87
699	HpGP-PRI-005	44787	1.053805	1.090111	-0.018192	96.59	0	3.41	0.180647	0.558843	0.206749	0.255343	0.275878	0.320603	0.394415	0.534651	0.491514	hpgpAfrica	hpgpAfroamerica	14.45
700	HpGP-PRI-006	44787	1.330248	1.263156	0.01585	22.74	77.26	0	0.372163	0.575984	0.304267	0.269252	0.248595	0.278561	0.354737	0.504342	0.485997	hpgpMediterranea	hpgpEuroamerica	8.31
701	HpGP-PRI-007	44787	1.333906	1.266756	0.011092	21.46	78.54	0	0.373038	0.572024	0.3024	0.265746	0.242305	0.273	0.349489	0.503299	0.484889	hpgpMediterranea	hpgpEuroamerica	9.67
702	HpGP-PRI-008	44787	1.297597	1.238666	0.005716	32.51	67.49	0	0.345521	0.567253	0.284296	0.249586	0.256699	0.279694	0.355687	0.503816	0.485683	hpgpEuroamerica	hpgpMediterranea	2.85
703	HpGP-RUS-001	44787	1.488661	1.287488	-0.00657	0	96.79	3.21	0.436858	0.582831	0.335493	0.28106	0.270621	0.245365	0.297766	0.430595	0.440977	hpgpEurope	hpgpMediterranea	10.29
704	HpGP-RUS-002	44787	1.459882	1.297269	0.001997	0	100	0	0.432228	0.58523	0.33546	0.285139	0.272858	0.250114	0.313409	0.453743	0.454178	hpgpEurope	hpgpMediterranea	9.09
705	HpGP-RUS-003	44787	1.486184	1.299665	0.002556	0	100	0	0.444123	0.583244	0.341347	0.28653	0.272681	0.248923	0.300337	0.441686	0.452513	hpgpEurope	hpgpMediterranea	9.54
706	HpGP-RUS-004	44787	1.491255	1.293658	0.004811	0	98.33	1.67	0.444899	0.586217	0.343658	0.290863	0.280398	0.252922	0.304652	0.43607	0.446319	hpgpEurope	hpgpMediterranea	10.86
707	HpGP-RUS-006	44787	1.458066	1.302586	0.006239	0	100	0	0.435206	0.583655	0.336454	0.285215	0.271034	0.251913	0.314812	0.459037	0.459651	hpgpEurope	hpgpMediterranea	7.59
708	HpGP-RUS-007	44787	1.498348	1.291147	-0.003275	0	96.64	3.36	0.443543	0.584399	0.341537	0.288315	0.276705	0.246596	0.297514	0.428667	0.438861	hpgpEurope	hpgpMediterranea	12.21
709	HpGP-RUS-008	44787	1.477103	1.291667	0.001397	0	99.63	0.37	0.436957	0.583444	0.337046	0.284354	0.270712	0.251114	0.306132	0.441283	0.450844	hpgpEurope	hpgpMediterranea	7.8
710	HpGP-RUS-009	44787	1.45639	1.295867	-0.00496	0.55	99.45	0	0.427412	0.581458	0.3297	0.27681	0.265322	0.244687	0.310431	0.452807	0.457208	hpgpEurope	hpgpMediterranea	8.43
711	HpGP-RUS-010	44787	1.484459	1.288905	-0.006346	0	97.78	2.22	0.435755	0.579139	0.336498	0.283748	0.275392	0.24517	0.298678	0.433686	0.441074	hpgpEurope	hpgpMediterranea	12.33
712	HpGP-RUS-011	44787	1.474782	1.294314	0.000223	0	100	0	0.436505	0.58523	0.335642	0.283837	0.270639	0.249198	0.305291	0.443753	0.448618	hpgpEurope	hpgpMediterranea	8.6
713	HpGP-SGP-002	44787	1.779671	1.098416	0.008358	0	0	100	0.49203	0.582674	0.379411	0.337181	0.34934	0.318528	0.267559	0.170288	0.299815	hpgpAsia	hpgpEurasia	57.12
714	HpGP-SGP-003	44787	1.77582	1.097084	0.003001	0	0	100	0.487751	0.579876	0.374716	0.33406	0.344405	0.314476	0.263679	0.170018	0.300096	hpgpAsia	hpgpEurasia	55.09
715	HpGP-SGP-004	44787	1.774929	1.093452	-0.003231	0.14	0	99.86	0.483471	0.575697	0.371391	0.33046	0.341318	0.310415	0.259843	0.166593	0.296031	hpgpAsia	hpgpEurasia	55.97
716	HpGP-SGP-005	44787	1.772688	1.096756	0.007402	0	0	100	0.488159	0.582374	0.378282	0.338035	0.349077	0.318516	0.268395	0.172653	0.30252	hpgpAsia	hpgpEurasia	55.45
717	HpGP-SGP-006	44787	1.744546	1.09841	0.000238	3.28	0	96.72	0.474293	0.577292	0.36908	0.329592	0.339038	0.312544	0.269493	0.186283	0.311201	hpgpAsia	hpgpEurasia	44.67
718	HpGP-SGP-007	44787	1.775843	1.09508	0.002876	0	0	100	0.486965	0.579801	0.375809	0.334088	0.345872	0.3151	0.261673	0.16877	0.293817	hpgpAsia	hpgpEurasia	55.05
719	HpGP-SGP-008	44787	1.769468	1.098121	0.007187	0	0	100	0.487258	0.586217	0.37719	0.338379	0.348401	0.317929	0.268422	0.175084	0.306209	hpgpAsia	hpgpEurasia	53.31
720	HpGP-SGP-009	44787	1.771126	1.092144	0.000984	0.92	0	99.08	0.483163	0.578495	0.372664	0.333311	0.345888	0.314671	0.263579	0.168938	0.298019	hpgpAsia	hpgpEurasia	56.02
721	HpGP-SGP-012	44787	1.767738	1.097318	0.004027	0.31	0	99.69	0.48495	0.581212	0.373531	0.332373	0.344129	0.315529	0.265248	0.174633	0.298444	hpgpAsia	hpgpEurasia	51.89
722	HpGP-SGP-013	44787	1.766353	1.098337	0.007977	0.28	0	99.72	0.486388	0.582778	0.377044	0.337946	0.350342	0.318631	0.267609	0.177046	0.302976	hpgpAsia	hpgpEurasia	51.15
723	HpGP-SGP-014	44787	1.76929	1.098604	0.000163	0	0	100	0.484471	0.581885	0.373576	0.332385	0.342424	0.311654	0.262607	0.17354	0.298382	hpgpAsia	hpgpEurasia	51.32
724	HpGP-SGP-015	44787	1.772963	1.095948	0.000679	0	0	100	0.485202	0.578376	0.373858	0.334215	0.343998	0.312961	0.263386	0.170182	0.301151	hpgpAsia	hpgpEurasia	54.77
725	HpGP-SGP-017	44787	1.772332	1.095703	0.003272	0.02	0	99.98	0.485921	0.581065	0.375979	0.335636	0.346039	0.315322	0.264434	0.171074	0.300719	hpgpAsia	hpgpEurasia	54.57
726	HpGP-SGP-018	44787	1.768998	1.104379	0.013317	0	2.28	97.72	0.491914	0.584053	0.38092	0.33956	0.35012	0.320984	0.269482	0.180763	0.306953	hpgpAsia	hpgpEurasia	49.08
727	HpGP-SGP-019	44787	1.767192	1.096795	0.003088	0.49	0	99.51	0.484145	0.57711	0.374333	0.333487	0.344216	0.31492	0.264672	0.174345	0.299586	hpgpAsia	hpgpEurasia	51.81
728	HpGP-SGP-024	44787	1.76414	1.099166	0.003651	0.41	0	99.59	0.484007	0.581909	0.373513	0.333047	0.344572	0.314637	0.266582	0.177506	0.298091	hpgpAsia	hpgpEurasia	50.18
729	HpGP-SGP-026	44787	1.76957	1.092914	0.003359	0.98	0	99.02	0.48379	0.579744	0.373967	0.335562	0.346883	0.316501	0.26632	0.170858	0.29756	hpgpAsia	hpgpEurasia	55.87
730	HpGP-SGP-032	44787	1.772583	1.095832	0.002976	0	0	100	0.48595	0.58298	0.376207	0.334245	0.346316	0.315011	0.264838	0.17094	0.299368	hpgpAsia	hpgpEurasia	54.93
731	HpGP-SGP-033	44787	1.775486	1.095882	0.006647	0	0	100	0.48867	0.581753	0.378037	0.336317	0.34894	0.318095	0.266332	0.17047	0.300693	hpgpAsia	hpgpEurasia	56.23
732	HpGP-SGP-036	44787	1.75458	1.103215	0.013393	0.86	1.69	97.44	0.485606	0.585364	0.378015	0.339692	0.35089	0.321915	0.274659	0.187565	0.311017	hpgpAsia	hpgpEurasia	46.43
733	HpGP-SGP-038	44787	1.770003	1.095011	0.001658	0.48	0	99.52	0.484045	0.581471	0.373295	0.332597	0.34333	0.314245	0.264616	0.171425	0.301471	hpgpAsia	hpgpEurasia	54.36
734	HpGP-SPA-001	44787	1.348752	1.271075	0.00609	18.89	81.11	0	0.378663	0.571566	0.303003	0.261598	0.245412	0.266623	0.34413	0.496815	0.480782	hpgpMediterranea	hpgpEuroamerica	6.6
735	HpGP-SPA-002	44787	1.350006	1.266323	-0.000996	19.96	80.04	0	0.374494	0.576983	0.299085	0.259096	0.244377	0.262163	0.341331	0.491371	0.478414	hpgpMediterranea	hpgpEuroamerica	6.02
736	HpGP-SPA-003	44787	1.346174	1.265635	-0.001634	20.53	79.47	0	0.372406	0.568805	0.297375	0.257292	0.241489	0.261976	0.341521	0.492772	0.475328	hpgpMediterranea	hpgpEuroamerica	6.54
737	HpGP-SPA-004	44787	1.327248	1.250412	0.009116	26.45	73.55	0	0.363429	0.574218	0.294213	0.257305	0.254379	0.277455	0.350485	0.496409	0.483547	hpgpMediterranea	hpgpEuroamerica	1.15
738	HpGP-SPA-005	44787	1.3366	1.270325	0.003894	20.3	79.7	0	0.372502	0.568205	0.298535	0.259377	0.244127	0.265359	0.342994	0.502068	0.480203	hpgpMediterranea	hpgpEuroamerica	6.25
739	HpGP-SPA-006	44787	1.340751	1.27059	0.00964	19.82	80.18	0	0.376668	0.576001	0.304267	0.265765	0.248689	0.270129	0.346761	0.501649	0.487956	hpgpMediterranea	hpgpEuroamerica	6.87
740	HpGP-SPA-007	44787	1.334611	1.267178	0.004455	21.29	78.71	0	0.37075	0.570346	0.299458	0.259628	0.246859	0.267057	0.347427	0.501366	0.482491	hpgpMediterranea	hpgpEuroamerica	5.17
741	HpGP-SPA-008	44787	1.340226	1.273016	0.008082	19.27	80.73	0	0.376712	0.578238	0.301622	0.261949	0.245095	0.267905	0.347636	0.502949	0.486517	hpgpMediterranea	hpgpEuroamerica	6.88
742	HpGP-SPA-009	44787	1.352162	1.273385	0.002533	17.97	82.03	0	0.379452	0.570152	0.30245	0.260244	0.243733	0.262585	0.34157	0.495456	0.478364	hpgpMediterranea	hpgpEuroamerica	6.77
743	HpGP-SPA-010	44787	1.345425	1.278351	0.01413	17.46	82.54	0	0.383314	0.577978	0.307823	0.267262	0.248061	0.271054	0.347942	0.50511	0.488424	hpgpMediterranea	hpgpEuroamerica	7.74
744	HpGP-SPA-011	44787	1.34147	1.275383	0.01094	18.57	81.43	0	0.379277	0.577335	0.307644	0.269554	0.256177	0.269486	0.351037	0.504507	0.492032	hpgpMediterranea	hpgpEurope	5.2
745	HpGP-SPA-012	44787	1.343179	1.267883	0.000386	20.26	79.74	0	0.372846	0.566348	0.297411	0.256318	0.242718	0.263002	0.340279	0.496228	0.478559	hpgpMediterranea	hpgpEuroamerica	5.6
746	HpGP-SPA-013	44787	1.339963	1.251332	0.010532	24.96	75.04	0	0.369562	0.577815	0.300271	0.267696	0.260976	0.277962	0.344834	0.490751	0.475533	hpgpMediterranea	hpgpEuroamerica	2.57
747	HpGP-SPA-014	44787	1.343036	1.25957	0.008988	22.42	77.58	0	0.373244	0.57769	0.300236	0.260503	0.253364	0.273518	0.347834	0.493675	0.481887	hpgpMediterranea	hpgpEuroamerica	2.82
748	HpGP-SPA-015	44787	1.330632	1.252744	0.004956	25.48	74.52	0	0.363968	0.574426	0.290929	0.252541	0.249533	0.272885	0.345742	0.494911	0.481486	hpgpMediterranea	hpgpEuroamerica	1.21
749	HpGP-SPA-016	44787	1.314928	1.249804	0.00252	27.77	72.23	0	0.35544	0.578483	0.291157	0.256222	0.248369	0.27232	0.351698	0.500628	0.480523	hpgpMediterranea	hpgpEuroamerica	3.16
750	HpGP-SPA-017	44787	1.335234	1.260477	0.010432	22.95	77.05	0	0.370979	0.570101	0.299358	0.261792	0.251928	0.274679	0.349167	0.498662	0.483071	hpgpMediterranea	hpgpEuroamerica	3.92
751	HpGP-SPA-018	44787	1.3391	1.254691	0.006585	24.12	75.88	0	0.368831	0.575911	0.296954	0.257698	0.25058	0.273332	0.345301	0.492131	0.478388	hpgpMediterranea	hpgpEuroamerica	2.84
752	HpGP-SPA-019	44787	1.340349	1.263493	0.012444	21.66	78.34	0	0.375023	0.580512	0.299376	0.257894	0.252551	0.27517	0.349549	0.498369	0.48408	hpgpMediterranea	hpgpEuroamerica	2.12
753	HpGP-SPA-020	44787	1.322218	1.257182	0.012843	25.08	74.92	0	0.365417	0.569994	0.296136	0.254052	0.259601	0.278374	0.351507	0.504101	0.479392	hpgpEuroamerica	hpgpMediterranea	2.18
754	HpGP-SPA-101	44787	1.437096	1.301378	0.002334	1.91	98.09	0	0.424558	0.580534	0.330938	0.278931	0.26302	0.2496	0.321576	0.468122	0.468069	hpgpEurope	hpgpMediterranea	5.38
755	HpGP-SPA-102	44787	1.345432	1.269812	-0.001223	19.55	80.45	0	0.373822	0.569269	0.298212	0.258415	0.240488	0.260831	0.337924	0.495774	0.478811	hpgpMediterranea	hpgpEuroamerica	7.45
756	HpGP-SPA-103	44787	1.353787	1.279276	0.008992	16.38	83.62	0	0.384966	0.57534	0.307286	0.264183	0.245853	0.265997	0.347725	0.499917	0.482731	hpgpMediterranea	hpgpEuroamerica	7.46
757	HpGP-SPA-104	44787	1.329584	1.258609	0.009346	24	76	0	0.367524	0.58169	0.298731	0.262356	0.251873	0.27459	0.349823	0.500176	0.482433	hpgpMediterranea	hpgpEuroamerica	4.16
